<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<IMAG>,<JOBN>,<RECP>,<MET1>,<POS1>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,-12635.000,-1924.925,-12634.988752,-1924.885612,-64.736328,0,1,1,1,-,1,Angle-150nm-0deg,CD Meas,270.0,82,76,-,-,-,1,0,,-12635.000,-1924.925,Y,90.000000,1,SPACE-Y,151.830,151.830,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0001.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-73.895980:77.983552,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:16
0,1,-12628.100,-1924.925,-12628.088752,-1924.885612,-64.736328,0,1,1,2,-,2,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12628.100,-1924.925,Y,90.000000,1,SPACE-Y,151.611,151.611,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0002.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-74.773534:76.887540,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:19
0,1,-12621.200,-1924.925,-12621.188752,-1924.885612,-64.736328,0,1,1,3,-,3,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12621.200,-1924.925,Y,90.000000,1,SPACE-Y,151.915,151.915,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0003.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-74.770722:77.194254,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:21
0,1,-12614.300,-1924.925,-12614.288752,-1924.885612,-64.736328,0,1,1,4,-,4,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12614.300,-1924.925,Y,90.000000,1,SPACE-Y,151.800,151.800,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0004.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-73.185777:78.664516,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:24
0,1,-12607.400,-1924.925,-12607.388752,-1924.885612,-64.736328,0,1,1,5,-,5,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12607.400,-1924.925,Y,90.000000,1,SPACE-Y,151.656,151.656,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0005.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-75.303722:76.402143,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:27
0,1,-12635.000,-1918.025,-12634.988752,-1917.985612,-64.736328,0,1,1,6,-,6,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12635.000,-1918.025,Y,90.000000,1,SPACE-Y,151.959,151.959,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0006.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-76.042045:75.967398,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:30
0,1,-12628.100,-1918.025,-12628.088752,-1917.985612,-64.736328,0,1,1,7,-,7,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12628.100,-1918.025,Y,90.000000,1,SPACE-Y,151.579,151.579,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0007.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-73.739876:77.889286,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:33
0,1,-12621.200,-1918.025,-12621.188752,-1917.985612,-64.736328,0,1,1,8,-,8,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12621.200,-1918.025,Y,90.000000,1,SPACE-Y,151.739,151.739,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0008.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-74.763690:77.025420,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:35
0,1,-12614.300,-1918.025,-12614.288752,-1917.985612,-64.736328,0,1,1,9,-,9,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12614.300,-1918.025,Y,90.000000,1,SPACE-Y,151.477,151.477,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0009.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-73.098583:78.428149,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:38
0,1,-12607.400,-1918.025,-12607.388752,-1917.985612,-64.736328,0,1,1,10,-,10,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12607.400,-1918.025,Y,90.000000,1,SPACE-Y,151.731,151.731,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_7-7\Angle_R0_V01_7-7.000.A00001001S0010.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-73.756752:78.024354,BE1200:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),01/12/2024,13:23:41
