<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<IMAG>,<JOBN>,<RECP>,<MET1>,<POS1>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,-12635.000,-1924.925,-12635.011245,-1924.902498,-61.796875,0,1,1,1,-,1,Angle-150nm-0deg,CD Meas,270.0,82,74,-,-,-,1,0,,-12635.000,-1924.925,Y,90.000000,1,SPACE-Y,151.830,151.830,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0001.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-79.316553:72.663184,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:08
0,1,-12628.100,-1924.925,-12628.111245,-1924.902498,-61.796875,0,1,1,2,-,2,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12628.100,-1924.925,Y,90.000000,1,SPACE-Y,151.505,151.505,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0002.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-77.937269:73.718151,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:10
0,1,-12621.200,-1924.925,-12621.211245,-1924.902498,-61.796875,0,1,1,3,-,3,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12621.200,-1924.925,Y,90.000000,1,SPACE-Y,151.923,151.923,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0003.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-77.581550:74.491794,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:13
0,1,-12614.300,-1924.925,-12614.311245,-1924.902498,-61.796875,0,1,1,4,-,4,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12614.300,-1924.925,Y,90.000000,1,SPACE-Y,151.915,151.915,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0004.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-76.399097:75.666328,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:16
0,1,-12607.400,-1924.925,-12607.411245,-1924.902498,-61.796875,0,1,1,5,-,5,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12607.400,-1924.925,Y,90.000000,1,SPACE-Y,151.531,151.531,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0005.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-76.957283:74.723887,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:18
0,1,-12635.000,-1918.025,-12635.011245,-1918.002498,-61.796875,0,1,1,6,-,6,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12635.000,-1918.025,Y,90.000000,1,SPACE-Y,151.864,151.864,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0006.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-78.765402:73.248339,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:21
0,1,-12628.100,-1918.025,-12628.111245,-1918.002498,-61.796875,0,1,1,7,-,7,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12628.100,-1918.025,Y,90.000000,1,SPACE-Y,151.528,151.528,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0007.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-78.501075:73.176601,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:24
0,1,-12621.200,-1918.025,-12621.211245,-1918.002498,-61.796875,0,1,1,8,-,8,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12621.200,-1918.025,Y,90.000000,1,SPACE-Y,151.741,151.741,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0008.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-79.208291:72.682877,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:27
0,1,-12614.300,-1918.025,-12614.311245,-1918.002498,-61.796875,0,1,1,9,-,9,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12614.300,-1918.025,Y,90.000000,1,SPACE-Y,151.494,151.494,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0009.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-77.709496:73.934771,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:30
0,1,-12607.400,-1918.025,-12607.411245,-1918.002498,-61.796875,0,1,1,10,-,10,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12607.400,-1918.025,Y,90.000000,1,SPACE-Y,151.827,151.827,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0010.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-78.758372:73.218800,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:33
0,1,-12635.000,-1911.125,-12635.011245,-1911.102498,-61.796875,0,1,1,11,-,11,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12635.000,-1911.125,Y,90.000000,1,SPACE-Y,151.710,151.710,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0011.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-79.319365:72.540808,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:36
0,1,-12628.100,-1911.125,-12628.111245,-1911.102498,-61.796875,0,1,1,12,-,12,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12628.100,-1911.125,Y,90.000000,1,SPACE-Y,151.098,151.098,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0012.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-78.870852:72.377641,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:38
0,1,-12621.200,-1911.125,-12621.211245,-1911.102498,-61.796875,0,1,1,13,-,13,Angle-150nm-0deg,CD Meas,270.0,82,999,-,-,-,1,0,,-12621.200,-1911.125,Y,90.000000,1,SPACE-Y,151.793,151.793,150.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Angle\Angle_R0_V01_5-5\Angle_R0_V01_5-5.000.A00001001S0013.bmp,Angle_R0_V01_1-1.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1500:0.000:999.999:0.050:10040.000:0.000:0.150:0.000;@E,S06:D05:F40pix,-80.222011:71.720750,BE1200:1200eV:-31.592pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/11/2023,19:29:41
