,Date,nft_dynamic_hor,nft_dynamic_ver
84,2023-06-16 17:39:48,0.22492783585388354,0.21384789553902625
85,2023-06-19 10:12:55,0.21712086234374142,0.1948059774285995
86,2023-06-21 10:18:12,0.20708205278458736,0.2156298565629538
87,2023-06-23 18:17:38,0.20765517037629377,0.21179472581335104
88,2023-06-26 10:15:47,0.21042499012851945,0.208019409986342
89,2023-06-28 10:11:37,0.22257010400063368,0.21349486304994056
90,2023-06-30 19:38:50,0.21001133356365348,0.22377851142080854
91,2023-07-03 10:06:04,0.20378058712354805,0.19586725415443934
92,2023-07-05 10:25:03,0.21116461841599318,0.19454885524516835
93,2023-07-08 07:47:57,0.1979838054595995,0.19320495043409977
94,2023-07-10 11:43:43,0.2081080728079297,0.21896533881001184
95,2023-07-12 08:52:34,0.21158917456089432,0.18796082195030772
