<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<FLD2>,<RFLD2>,<COND2>,<XFDP2>,<YFDP2>,<AXS2>,<ANG2>,<TYP2>,<LBL2>,<CD_2>,<CCD2>,<DES2>,<CAL2>,<FLD3>,<RFLD3>,<COND3>,<XFDP3>,<YFDP3>,<AXS3>,<ANG3>,<TYP3>,<LBL3>,<CD_3>,<CCD3>,<DES3>,<CAL3>,<IMAG>,<JOBN>,<RECP>,<MET1>,<MET2>,<MET3>,<POS1>,<POS2>,<POS3>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,66227.940,-68913.000,66227.906228,-68912.977494,-80.732422,0,12,1,1,-,1,Horizontal,CD Meas,0.0,82,75,-,-,-,1,0,,66227.940,-68913.000,X,0.000000,1,SPACE-X,125.783,125.783,120.000,,2,0,,66228.127,-68913.000,X,0.000000,0,LINE_-X,249.574,249.574,120.000,,3,0,,66228.060,-68913.000,X,0.000000,3,PICHF-X,375.357,375.357,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0001.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-64.559707:61.223744,61.223744:310.797506,-64.559707:310.797506,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:01
0,1,66227.940,-68907.000,66227.906228,-68906.977494,-80.732422,0,12,1,2,-,2,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66227.940,-68907.000,X,0.000000,1,SPACE-X,126.002,126.002,120.000,,2,0,,66228.127,-68907.000,X,0.000000,0,LINE_-X,249.296,249.296,120.000,,3,0,,66228.060,-68907.000,X,0.000000,3,PICHF-X,375.298,375.298,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0002.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-67.938982:58.062796,58.062796:307.358888,-67.938982:307.358888,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:04
0,1,66227.940,-68901.000,66227.906228,-68900.977494,-80.732422,0,12,1,3,-,3,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66227.940,-68901.000,X,0.000000,1,SPACE-X,126.033,126.033,120.000,,2,0,,66228.127,-68901.000,X,0.000000,0,LINE_-X,249.071,249.071,120.000,,3,0,,66228.060,-68901.000,X,0.000000,3,PICHF-X,375.105,375.105,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0003.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-66.857112:59.176022,59.176022:308.247408,-66.857112:308.247408,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:07
0,1,66227.940,-68895.000,66227.906228,-68894.977494,-80.732422,0,12,1,4,-,4,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66227.940,-68895.000,X,0.000000,1,SPACE-X,125.960,125.960,120.000,,2,0,,66228.127,-68895.000,X,0.000000,0,LINE_-X,249.162,249.162,120.000,,3,0,,66228.060,-68895.000,X,0.000000,3,PICHF-X,375.122,375.122,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0004.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-66.164938:59.795263,59.795263:308.957097,-66.164938:308.957097,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:10
0,1,66227.940,-68889.000,66227.906228,-68888.977494,-80.732422,0,12,1,5,-,5,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66227.940,-68889.000,X,0.000000,1,SPACE-X,125.858,125.858,120.000,,2,0,,66228.127,-68889.000,X,0.000000,0,LINE_-X,249.128,249.128,120.000,,3,0,,66228.060,-68889.000,X,0.000000,3,PICHF-X,374.987,374.987,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0005.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-68.041682:57.816507,57.816507:306.944904,-68.041682:306.944904,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:13
0,1,66227.940,-68883.000,66227.906228,-68882.977494,-80.732422,0,12,1,6,-,6,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66227.940,-68883.000,X,0.000000,1,SPACE-X,125.725,125.725,120.000,,2,0,,66228.127,-68883.000,X,0.000000,0,LINE_-X,249.121,249.121,120.000,,3,0,,66228.060,-68883.000,X,0.000000,3,PICHF-X,374.846,374.846,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0006.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-67.915065:57.809471,57.809471:306.930823,-67.915065:306.930823,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:16
0,1,66221.940,-68913.000,66221.906228,-68912.977494,-80.732422,0,12,1,7,-,7,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66221.940,-68913.000,X,0.000000,1,SPACE-X,125.803,125.803,120.000,,2,0,,66222.127,-68913.000,X,0.000000,0,LINE_-X,249.306,249.306,120.000,,3,0,,66222.060,-68913.000,X,0.000000,3,PICHF-X,375.109,375.109,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0007.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-65.530445:60.272361,60.272361:309.578076,-65.530445:309.578076,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:20
0,1,66221.940,-68907.000,66221.906228,-68906.977494,-80.732422,0,12,1,8,-,8,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66221.940,-68907.000,X,0.000000,1,SPACE-X,126.103,126.103,120.000,,2,0,,66222.127,-68907.000,X,0.000000,0,LINE_-X,249.023,249.023,120.000,,3,0,,66222.060,-68907.000,X,0.000000,3,PICHF-X,375.127,375.127,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0008.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-67.215860:58.887511,58.887511:307.910868,-67.215860:307.910868,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:23
0,1,66221.940,-68901.000,66221.906228,-68900.977494,-80.732422,0,12,1,9,-,9,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66221.940,-68901.000,X,0.000000,1,SPACE-X,126.045,126.045,120.000,,2,0,,66222.127,-68901.000,X,0.000000,0,LINE_-X,249.301,249.301,120.000,,3,0,,66222.060,-68901.000,X,0.000000,3,PICHF-X,375.346,375.346,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0009.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-66.294369:59.750228,59.750228:309.051440,-66.294369:309.051440,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:26
0,1,66221.940,-68895.000,66221.906228,-68894.977494,-80.732422,0,12,1,10,-,10,Horizontal,CD Meas,0.0,82,999,-,-,-,1,0,,66221.940,-68895.000,X,0.000000,1,SPACE-X,126.326,126.326,120.000,,2,0,,66222.127,-68895.000,X,0.000000,0,LINE_-X,248.969,248.969,120.000,,3,0,,66222.060,-68895.000,X,0.000000,3,PICHF-X,375.295,375.295,120.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference global\XY_scan_difference_global_R270_V01\XY_scan_difference_global_R270_V01.070.A00012001S0010.bmp,XY_scan_difference_global_R270_V01.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.120:0.000;@2:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.187:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.255:0.000;@3:RCP:1:1:3:PICHF-X:3:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.120:0.000:0.1200:0.000:999.999:0.040:10040.000:0.000:0.375:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,S06:D05:F40pix,-69.911375:56.414777,56.414777:305.383313,-69.911375:305.383313,BE1200:1200eV:-31.315pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/23/2023,20:46:28
