<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<FLD2>,<RFLD2>,<COND2>,<XFDP2>,<YFDP2>,<AXS2>,<ANG2>,<TYP2>,<LBL2>,<CD_2>,<CCD2>,<DES2>,<CAL2>,<IMAG>,<JOBN>,<RECP>,<MET1>,<MET2>,<POS1>,<POS2>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,-17853.000,-8695.025,-17852.904460,-8695.114962,-73.144531,0,5,6,1,-,1,Hor 50nm,CD Meas,270.0,83,87,-,-,-,1,0,,-17853.000,-8695.000,Y,90.000000,1,SPACE-Y,48.270,48.270,50.000,,2,0,,-17853.000,-8695.025,Y,90.000000,2,PICHR-Y,100.186,100.186,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0001.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-2.101451:46.318731,-53.867698:46.318731,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:13
0,1,-17850.000,-8695.025,-17849.904460,-8695.114962,-73.144531,0,5,6,2,-,2,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17850.000,-8695.000,Y,90.000000,1,SPACE-Y,48.404,48.404,50.000,,2,0,,-17850.000,-8695.025,Y,90.000000,2,PICHR-Y,99.977,99.977,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0002.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-2.339007:46.214702,-53.762294:46.214702,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:16
0,1,-17847.000,-8695.025,-17846.904460,-8695.114962,-73.144531,0,5,6,3,-,3,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17847.000,-8695.000,Y,90.000000,1,SPACE-Y,48.270,48.270,50.000,,2,0,,-17847.000,-8695.025,Y,90.000000,2,PICHR-Y,99.652,99.652,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0003.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-2.646844:45.773281,-53.878944:45.773281,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:19
0,1,-17844.000,-8695.025,-17843.904460,-8695.114962,-73.144531,0,5,6,4,-,4,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17844.000,-8695.000,Y,90.000000,1,SPACE-Y,48.246,48.246,50.000,,2,0,,-17844.000,-8695.025,Y,90.000000,2,PICHR-Y,100.215,100.215,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0004.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-3.753089:44.643023,-55.572447:44.643023,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:22
0,1,-17841.000,-8695.025,-17840.904460,-8695.114962,-73.144531,0,5,6,5,-,5,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17841.000,-8695.000,Y,90.000000,1,SPACE-Y,48.052,48.052,50.000,,2,0,,-17841.000,-8695.025,Y,90.000000,2,PICHR-Y,99.728,99.728,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0005.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-3.799476:44.402633,-55.325098:44.402633,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:24
0,1,-17838.000,-8695.025,-17837.904460,-8695.114962,-73.144531,0,5,6,6,-,6,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17838.000,-8695.000,Y,90.000000,1,SPACE-Y,48.409,48.409,50.000,,2,0,,-17838.000,-8695.025,Y,90.000000,2,PICHR-Y,100.106,100.106,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0006.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-4.985840:43.573217,-56.532328:43.573217,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:27
0,1,-17835.000,-8695.025,-17834.904460,-8695.114962,-73.144531,0,5,6,7,-,7,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17835.000,-8695.000,Y,90.000000,1,SPACE-Y,48.318,48.318,50.000,,2,0,,-17835.000,-8695.025,Y,90.000000,2,PICHR-Y,99.906,99.906,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0007.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-4.399687:44.068054,-55.838065:44.068054,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:30
0,1,-17832.000,-8695.025,-17831.904460,-8695.114962,-73.144531,0,5,6,8,-,8,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17832.000,-8695.000,Y,90.000000,1,SPACE-Y,48.351,48.351,50.000,,2,0,,-17832.000,-8695.025,Y,90.000000,2,PICHR-Y,99.861,99.861,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0008.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-4.460129:44.041344,-55.819796:44.041344,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:33
0,1,-17853.000,-8692.025,-17852.904460,-8692.114962,-73.144531,0,5,6,9,-,9,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17853.000,-8692.000,Y,90.000000,1,SPACE-Y,48.384,48.384,50.000,,2,0,,-17853.000,-8692.025,Y,90.000000,2,PICHR-Y,99.971,99.971,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0009.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-5.248696:43.285030,-56.685515:43.285030,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:36
0,1,-17850.000,-8692.025,-17849.904460,-8692.114962,-73.144531,0,5,6,10,-,10,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17850.000,-8692.000,Y,90.000000,1,SPACE-Y,48.270,48.270,50.000,,2,0,,-17850.000,-8692.025,Y,90.000000,2,PICHR-Y,100.097,100.097,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean 160pA\CD_mean_160pA_V01_5-6\CD_mean_160pA_V01_5-6.000.A00005006S0010.bmp,CD_mean_160pA_V01_5-6.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-5.981035:42.438746,-57.658040:42.438746,BE1200_LIP:1200eV:---pA:O3on:GasOn,LINE_FULL:50000:16:0x0:28.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,14:16:39
