<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<FLD2>,<RFLD2>,<COND2>,<XFDP2>,<YFDP2>,<AXS2>,<ANG2>,<TYP2>,<LBL2>,<CD_2>,<CCD2>,<DES2>,<CAL2>,<IMAG>,<JOBN>,<RECP>,<MET1>,<MET2>,<POS1>,<POS2>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,-17853.000,-20701.025,-17852.983128,-20701.081268,-67.060547,0,5,5,1,-,1,Hor 50nm,CD Meas,270.0,84,97,-,-,-,1,0,,-17853.000,-20701.000,Y,90.000000,1,SPACE-Y,48.577,48.577,50.000,,2,0,,-17853.000,-20701.025,Y,90.000000,2,PICHR-Y,99.815,99.815,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0001.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-0.213817:48.413217,-51.401901:48.413217,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:31
0,1,-17850.000,-20701.025,-17849.983128,-20701.081268,-67.060547,0,5,5,2,-,2,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17850.000,-20701.000,Y,90.000000,1,SPACE-Y,48.532,48.532,50.000,,2,0,,-17850.000,-20701.025,Y,90.000000,2,PICHR-Y,99.629,99.629,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0002.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-0.917175:47.664767,-51.964489:47.664767,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:34
0,1,-17847.000,-20701.025,-17846.983128,-20701.081268,-67.060547,0,5,5,3,-,3,Hor 50nm,CD Meas,270.0,83,999,-,-,-,1,0,,-17847.000,-20701.000,Y,90.000000,1,SPACE-Y,48.505,48.505,50.000,,2,0,,-17847.000,-20701.025,Y,90.000000,2,PICHR-Y,100.275,100.275,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0003.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-0.624578:47.930664,-52.344237:47.930664,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:36
0,1,-17844.000,-20701.025,-17843.983128,-20701.081268,-67.060547,0,5,5,4,-,4,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17844.000,-20701.000,Y,90.000000,1,SPACE-Y,48.592,48.592,50.000,,2,0,,-17844.000,-20701.025,Y,90.000000,2,PICHR-Y,100.155,100.155,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0004.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-1.395457:47.246931,-52.908230:47.246931,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:39
0,1,-17841.000,-20701.025,-17840.983128,-20701.081268,-67.060547,0,5,5,5,-,5,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17841.000,-20701.000,Y,90.000000,1,SPACE-Y,48.459,48.459,50.000,,2,0,,-17841.000,-20701.025,Y,90.000000,2,PICHR-Y,99.750,99.750,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0005.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-2.114286:46.394376,-53.355486:46.394376,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:42
0,1,-17838.000,-20701.025,-17837.983128,-20701.081268,-67.060547,0,5,5,6,-,6,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17838.000,-20701.000,Y,90.000000,1,SPACE-Y,48.529,48.529,50.000,,2,0,,-17838.000,-20701.025,Y,90.000000,2,PICHR-Y,100.255,100.255,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0006.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-1.922973:46.656050,-53.598803:46.656050,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:44
0,1,-17835.000,-20701.025,-17834.983128,-20701.081268,-67.060547,0,5,5,7,-,7,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17835.000,-20701.000,Y,90.000000,1,SPACE-Y,48.798,48.798,50.000,,2,0,,-17835.000,-20701.025,Y,90.000000,2,PICHR-Y,100.118,100.118,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0007.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-3.136962:45.710645,-54.407517:45.710645,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:47
0,1,-17832.000,-20701.025,-17831.983128,-20701.081268,-67.060547,0,5,5,8,-,8,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17832.000,-20701.000,Y,90.000000,1,SPACE-Y,48.813,48.813,50.000,,2,0,,-17832.000,-20701.025,Y,90.000000,2,PICHR-Y,99.997,99.997,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0008.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-2.143826:46.719359,-53.278131:46.719359,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:50
0,1,-17853.000,-20698.025,-17852.983128,-20698.081268,-67.060547,0,5,5,9,-,9,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17853.000,-20698.000,Y,90.000000,1,SPACE-Y,48.783,48.783,50.000,,2,0,,-17853.000,-20698.025,Y,90.000000,2,PICHR-Y,100.205,100.205,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0009.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-3.923311:44.910146,-55.294990:44.910146,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:53
0,1,-17850.000,-20698.025,-17849.983128,-20698.081268,-67.060547,0,5,5,10,-,10,Hor 50nm,CD Meas,270.0,84,999,-,-,-,1,0,,-17850.000,-20698.000,Y,90.000000,1,SPACE-Y,48.616,48.616,50.000,,2,0,,-17850.000,-20698.025,Y,90.000000,2,PICHR-Y,100.118,100.118,100.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\CD mean\CD_mean_V01_5-5\CD_mean_V01_5-5.000.A00005005S0010.bmp,CD_mean_V01_5-5.job,@1:RCP:1:1:4:SPACE-Y:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.025:0.0500:0.000:999.999:0.020:10040.000:0.000:0.050:0.000;@2:RCP:1:1:4:PICHR-Y:2:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.1000:0.000:999.999:0.030:10040.000:0.000:0.100:0.000;@E,S06:D05:F40pix,S06:D05:F40pix,-3.976765:44.689271,-55.428603:44.689271,BE1200:1200eV:-31.735pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),12/08/2023,13:02:56
