<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<FLD2>,<RFLD2>,<COND2>,<XFDP2>,<YFDP2>,<AXS2>,<ANG2>,<TYP2>,<LBL2>,<CD_2>,<CCD2>,<DES2>,<CAL2>,<FLD3>,<RFLD3>,<COND3>,<XFDP3>,<YFDP3>,<AXS3>,<ANG3>,<TYP3>,<LBL3>,<CD_3>,<CCD3>,<DES3>,<CAL3>,<IMAG>,<JOBN>,<RECP>,<MET1>,<MET2>,<MET3>,<POS1>,<POS2>,<POS3>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,4318.000,-8855.000,4317.957784,-8854.971867,-71.162109,0,7,6,1,-,1,1,CD Meas,0.0,82,86,-,-,-,1,0,,4318.000,-8855.000,X,0.000000,1,SPACE-X,79.975,79.975,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0001.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-44.793773:35.181041,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:06
0,1,4318.000,-8850.000,4317.957784,-8849.971867,-71.162109,0,7,6,2,-,2,1,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8850.000,X,0.000000,1,SPACE-X,79.841,79.841,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0002.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-44.060731:35.780548,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:09
0,1,4318.000,-8845.000,4317.957784,-8844.971867,-71.162109,0,7,6,3,-,3,1,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8845.000,X,0.000000,1,SPACE-X,79.754,79.754,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0003.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-43.782147:35.971941,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:12
0,1,4318.000,-8840.000,4317.957784,-8839.971867,-71.162109,0,7,6,4,-,4,1,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8840.000,X,0.000000,1,SPACE-X,79.691,79.691,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0004.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-43.701948:35.988828,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:14
0,1,4318.000,-8835.000,4317.957784,-8834.971867,-71.162109,0,7,6,5,-,5,1,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8835.000,X,0.000000,1,SPACE-X,79.712,79.712,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0005.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:SPACE-X:1:E/l2.250/S6/D5/P2/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-43.735717:35.976162,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:17
0,1,4318.000,-8555.000,4317.957784,-8554.971867,-71.025391,0,7,6,6,-,6,3,CD Meas,0.0,82,80,-,-,-,1,0,,4318.000,-8555.000,X,0.000000,0,LINE_-X,75.405,75.405,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0006.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-41.474666:33.929958,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:24
0,1,4318.000,-8550.000,4317.957784,-8549.971867,-71.025391,0,7,6,7,-,7,3,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8550.000,X,0.000000,0,LINE_-X,75.361,75.361,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0007.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-40.982212:34.378884,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:29
0,1,4318.000,-8545.000,4317.957784,-8544.971867,-71.025391,0,7,6,8,-,8,3,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8545.000,X,0.000000,0,LINE_-X,75.329,75.329,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0008.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-40.377198:34.951652,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:33
0,1,4318.000,-8540.000,4317.957784,-8539.971867,-71.025391,0,7,6,9,-,9,3,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8540.000,X,0.000000,0,LINE_-X,75.649,75.649,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0009.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-43.004077:32.645103,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:37
0,1,4318.000,-8535.000,4317.957784,-8534.971867,-70.888672,0,7,6,10,-,10,3,CD Meas,0.0,82,999,-,-,-,1,0,,4318.000,-8535.000,X,0.000000,0,LINE_-X,75.153,75.153,80.000,,-,-,,,,-,0.000000,-1,,--,--,--,,-,-,,,,-,0.000000,-1,,--,--,--,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\XY scan difference category\XY_scan_difference_category_R0_V01_7-6\XY_scan_difference_category_R0_V01_7-6.000.A00007006S0010.bmp,XY_scan_difference_category_R0_V01_7-6.job,@1:RCP:1:1:3:LINE_-X:0:E/l2.250/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.0800:0.000:999.999:0.040:10040.000:0.000:0.080:0.000;@E,S06:D05:F40pix,,,-39.776402:35.376655,,,BE1200:1200eV:-30.908pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/16/2023,12:57:42
