<STAT>,<GENE>,<XDPS>,<YDPS>,<XPOS>,<YPOS>,<ZPOS>,<MIDA>,<COLA>,<ROWA>,<SITE>,<OWNER>,<ORIG>,<SNAM>,<DBMMEAS>,<ROTA>,<AFQV>,<PMQV>,<FPMQV>,<FPMXG>,<FPMYG>,<FLD1>,<RFLD1>,<COND1>,<XFDP1>,<YFDP1>,<AXS1>,<ANG1>,<TYP1>,<LBL1>,<CD_1>,<CCD1>,<DES1>,<CAL1>,<IMAG>,<JOBN>,<RECP>,<MET1>,<POS1>,<BEAM>,<SCAN>,<TOOLN>,<Ver.>,<DATE>,<TIME>
0,1,-29110.000,-8695.100,-29110.044992,-8695.071866,-64.121094,0,4,6,11,-,11,Hor 50K,CD Meas,270.0,82,77,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.693,399.693,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0011.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S06:D05:F05div,-200.099258:199.593529,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:38
0,1,-29110.000,-8695.100,-29110.044992,-8695.071866,-64.121094,0,4,6,12,-,12,Hor 75K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.761,399.761,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0012.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S9/D7/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S09:D07:F05div,-208.117746:191.643327,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:75000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:40
0,1,-29110.000,-8695.100,-29110.044992,-8695.071866,-64.121094,0,4,6,13,-,13,Hor 100K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.782,399.782,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0013.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S12/D9/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S12:D09:F05div,-208.413656:191.368311,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:100000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:43
0,1,-29110.000,-8695.100,-29110.044992,-8695.071866,-64.121094,0,4,6,14,-,14,Hor 150K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.075,400.075,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0014.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S18/D13/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S18:D13:F05div,-207.632452:192.442204,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:150000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:46
0,1,-29110.000,-8695.100,-29110.044992,-8695.071866,-64.121094,0,4,6,15,-,15,Hor 200K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.925,399.925,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0015.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S24/D17/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S24:D17:F05div,-208.514425:191.410917,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:200000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:48
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.121094,0,4,6,16,-,16,Hor 50K,CD Meas,270.0,82,77,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.868,399.868,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0016.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S06:D05:F05div,-195.095332:204.772474,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:55
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.121094,0,4,6,17,-,17,Hor 75K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.733,399.733,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0017.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S9/D7/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S09:D07:F05div,-203.046732:196.686378,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:75000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:50:57
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.121094,0,4,6,18,-,18,Hor 100K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.674,399.674,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0018.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S12/D9/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S12:D09:F05div,-203.358301:196.315435,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:100000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:00
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.121094,0,4,6,19,-,19,Hor 150K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.014,400.014,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0019.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S18/D13/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S18:D13:F05div,-202.468340:197.545430,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:150000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:02
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.121094,0,4,6,20,-,20,Hor 200K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.008,400.008,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0020.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S24/D17/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S24:D17:F05div,-203.406414:196.601585,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:200000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:05
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.189453,0,4,6,21,-,21,Hor 50K,CD Meas,270.0,82,78,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.772,399.772,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0021.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S06:D05:F05div,-195.365209:204.406569,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:11
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.189453,0,4,6,22,-,22,Hor 75K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.834,399.834,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0022.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S9/D7/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S09:D07:F05div,-203.376558:196.457317,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:75000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:14
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.189453,0,4,6,23,-,23,Hor 100K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.861,399.861,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0023.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S12/D9/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S12:D09:F05div,-203.776781:196.084548,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:100000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:16
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.189453,0,4,6,24,-,24,Hor 150K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.976,399.976,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0024.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S18/D13/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S18:D13:F05div,-202.558088:197.417800,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:150000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:19
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-64.189453,0,4,6,25,-,25,Hor 200K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.018,400.018,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0025.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S24/D17/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S24:D17:F05div,-203.470951:196.546588,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:200000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:22
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-63.984375,0,4,6,26,-,26,Hor 50K,CD Meas,270.0,82,78,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.850,399.850,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0026.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S6/D5/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S06:D05:F05div,-195.635087:204.215172,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:50000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:28
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-63.984375,0,4,6,27,-,27,Hor 75K,CD Meas,270.0,82,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.915,399.915,400.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0027.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S9/D7/P1/$1/N000000/T00/W0:0.000:0.000:0.4000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S09:D07:F05div,-202.008521:197.906786,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:75000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:30
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-63.984375,0,4,6,28,-,28,Hor 100K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,399.752,399.752,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0028.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S12/D9/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S12:D09:F05div,-202.341587:197.410743,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:100000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:33
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-63.984375,0,4,6,29,-,29,Hor 150K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.044,400.044,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0029.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S18/D13/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S18:D13:F05div,-201.370782:198.673455,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:150000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:36
0,1,-29110.000,-8695.100,-29110.044992,-8695.077493,-63.984375,0,4,6,30,-,30,Hor 200K,CD Meas,270.0,81,999,-,-,-,1,0,,-29110.000,-8695.100,Y,90.000000,2,PICHR-Y,400.005,400.005,600.000,,C:\DATADIR\result\QC\No 14 SEBP504G-W4F\Magnification Error\Magnification_Error_V01_4-6\Magnification_Error_V01_4-6.000.A00004006S0030.bmp,Magnification_Error_V01_4-6.job,@1:RCP:1:1:4:PICHR-Y:2:E/l0.560/S24/D17/P1/$1/N000000/T00/W0:0.000:0.000:0.6000:0.000:999.999:0.050:5.000:0.000:0.400:0.000;@E,S24:D17:F05div,-202.330321:197.674718,BE1200:1200eV:-30.595pA:O3on:GasOn,LINE_FULL:200000:16:0x0:38.00%+0.00:SSS0:SRSA0,E3640 NFT01,5.03A (5.03.2004),11/15/2023,23:51:38
